index,smiles
258,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[67Ga+3]
259,CC1C(C(C(C(O1)O[C@@H]2[C@H](C3=C(C4=C(C(=C(C=C24)C)C(=O)NC(C)C(=O)O)OC)C(=C5C(=C3)C(=O)C6=C(C(=C(C=C6C5=O)OC)C)O)O)O)O)OC7C(C(C(CO7)O)O)O)N(C)C
260,C([C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O
261,C1COCCO1
262,C[C@@H]1CC2C(C[C@]3(C(O2)CC4C(O3)C(=CC(=O)O4)C)C)OC5C1OC6CC7[C@](CC8[C@](O7)(C/C=C\C9C(O8)CC1C(O9)CC2[C@@](O1)(C(CC(O2)CC(=C)C=O)O)C)C)(O[C@@]6(CC5)C)C
263,C(CCO)CO
264,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)O
265,CC(C)C[C@H](C(=O)N[C@H](CCC1=CC=CC=C1)/C=C/S(=O)(=O)C2=CC=CC=C2)NC(=O)N3CCOCC3
266,C1=C(N=C([Se]1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N
267,COC(=O)CN
268,CCC=CCC=CCC=CCC=CC=CC(CCCC(=O)O)O
269,CN(CCCNN)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O
270,C1=CC=C(C(=C1)/C=N/OCCC(=O)O)C(F)(F)F
271,CCOCCO
272,[O-2].[O-2].[O-2].[O-2].[O-2].[Al+3].[Al+3].[Ca+2].[Ca+2]
273,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C
274,CC(C)C[C@H]([C@H](CSC1=CC=CS1)C(=O)NO)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)NC
275,CC(C)(C)C1CCC(CC1)CC2=C(C3=CC=CC=C3C(=O)C2=O)O
276,C(COCCOCCO)O
277,CCCCCC(C(/C=C/C=C/C=C/C=C/C(CCCC(=O)O)O)O)O
278,CC1=C(SC(=N1)C)C2=NC(=NC=C2)N
279,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC
280,CCCC1=N[C@@H]2[C@H]([C@@H]([C@H](O[C@@H]2S1)CO)O)O
281,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31
282,CC1=CC(=[N+](C(=C1)C)CCC2=CC=C(C=C2)S(=O)(=O)N)C
283,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N
284,C1=CC(=CC=C1[N+](=O)[O-])O
285,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)CO
286,CC1=CC=CC2=CC=CC=C12
287,[7Li]
288,C(CNC(=O)N)C(=O)O
289,CC(C)(C)O.[K+]
290,[132IH]
291,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
292,C1=CC(=CC=C1OCC(CO)O)Cl
293,CN1CC[C@]23C4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O.Cl
294,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)N)N
295,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
296,CN(C)C[C@H](COC1=CC=C(C=C1)NC2=CC(=NC=N2)NC3=C(C=CC=C3F)F)O
297,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@H]([C@H]2O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)CO)O)O)O)O)O
298,CCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)C4=CN=CC=C4)F
299,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
300,COC1=C(C=C(C=C1)/C=C/C2=CC(=CC(=C2)O)O)O
301,C#CCC(C(=O)O)N
302,CC(=O)OC1=CC=CC(=C1)O
303,[45K]
304,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)O)O.[Mg+2]
305,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O)O
306,C1=CC=C(C=C1)C2=C(NC3=C2C=C(C=C3)S(=O)(=O)N)C(=O)NN
307,CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCOCC4)OC
308,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N
309,CCOC(=O)C1=C(NN=C1C)C
310,C[C@@H]1CC2([C@@H]3[C@@](O3)(C(O2)O)C)O[C@@H]4[C@H]1[C@]5(CC[C@@]67C[C@@]68CCC(C([C@@H]8CC[C@H]7[C@@]5(C4)C)(C)C)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)C
311,C[C@H]1CC[C@@H]2[C@H]([C@H]3[C@@H](N2C1)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C
312,CC[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C
313,[Na+].[Ag+]
314,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
315,C1=CC(=S)NC=C1
316,C(CCC(=O)O)CCN
317,CCCCCC(=O)CC[C@@H]1[C@H]([C@H](CC1=O)O)C/C=C\CCCC(=O)O
318,CCCCCCCCCCCCOC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O
319,CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C
320,CC(CCC(=O)[O-])C1CCC2[C@@]1([C@H](CC3C2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)O)C.[Na+]
321,CCC(=O)OCC(CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)(O)O
322,CC(=O)[C@]1(CC[C@@H]2C1(CC[C@H]3C2CCC4=CC(=O)CCC34C)C)OC(=O)C
323,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O
324,C([C@@H](C(=O)O)N)S(=O)(=O)O
325,CC(C(=O)N)O
326,CNC(=O)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3NCC4=CC(=CC=C4)I)O)O
327,C[N+](C)(C)CCOP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCOC)OC(=O)CCCCCCCCCCCOC
328,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O
329,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
330,CCN(CC)C(=O)N[C@@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
331,CC(C)C(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
332,CC(=CC(=O)O)C
333,CC[C@H]([C@@H]1[C@H](C[C@H]([C@@]2(O1)C=C[C@H]([C@]3(O2)CC[C@@](O3)(C)[C@H]4CC[C@@]([C@@H](O4)C)(CC)O)O)C)C)C(=O)[C@@H](C)[C@H]([C@H](C)[C@H]5[C@H](CCC(O5)[C@@H](CC)C(=O)O)C)O
334,CCCCCCCCCCOC[C@@H](COCC(F)(F)F)OP(=O)(O)OC
335,CCC(=O)N
336,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1CC(=O)CCCCC(=O)O)O)O)O
337,CCCCCCCCCCCCCCCCCC(=O)O.CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
338,C1C(O1)COCC2CO2
339,CCCCC(CC)C(=O)O
340,[80Se]
341,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
342,C(C(C(C(C(=O)CO)O)O)O)O
343,O.O.O.O.[Mo]
344,C1=CC2=C(C=C(S2)C(=[NH2+])N)C(=C1)I
345,COC1=CC=CC=C1N2C(=NC3=C(C2=O)C(=CC=C3)Cl)CSC4=NC=NC5=C4NC=N5
346,C([C@H]([C@H]([C@@H]([C@@H]([13CH]=O)[15NH2])O)O)O)O
347,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)OC)O)O)O)O)O)O)O
348,B#N
349,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC
350,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
351,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O
352,CN1C(=CC(=N1)C2=CC=CC=C2)NS(=O)(=O)O
353,CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)N=C(N)N
354,CCCC(CCO)S
355,C/C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C/C(=O)OC)/C=C/C=C(\C)/C=C/C(=O)O
356,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O
357,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(C[C@]4([C@H]3CCC4=O)C)O
358,C=CCN(C1CCCCC1)C2=NC=NC3=C2N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O
359,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)O
360,C(C(=O)[O-])F.[Na+]
361,CCCCCCCCCCCC/C=C/[C@H]([C@H](CO)N)O
362,C([C@H]([C@H]([C@H]([C@@H](C=O)O)O)O)O)O
363,CP(=O)[O-]
364,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@H]([C@@H]([C@H]5O)O)O)CO)CO)CO)CO)O)O)O)O
365,CC(C(C1=CC=C(C=C1)O)O)NC
366,COC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C4CCC4)OC
367,COC1=CC=C(C=C1)C(=O)C2=C(N=C(S2)NC3=CC=C(C=C3)OC)N
368,C[C@H](C[C@@H](C(=O)O)N)C(=O)O
369,C1=CC(=CC=C1C[C@@H](C(=O)NS(=O)(=O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN=C4N)O)O)N)O
370,C1=C(N=C2C(=N1)NC(=NC2=O)N)C(C(CO)O)O
371,O.[Hg].[Hg]
372,CCCCCCCCCCCCNCC(C(C(C(CO)O)OC1C(C(C(C(O1)CO)O)O)O)O)O
373,C(CCCO)CCO
374,CCCCOC1=C(C=CC(=C1)C[C@@H]2CNC(=O)N2)OC
375,C=CCC(=O)O
376,CS(=O)(=O)N1CCC(CC1)[C@H]2C3=C(C=C(C=C3)Cl)C(=CC4=C2N=CC=C4)N5CCNCC5
377,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O
378,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)(O)OCCO)OC(=O)CCCCCCC/C=C/CCCCCCCC
379,CCCCCCCCOC1C(C(C(C(O1)CO)O)O)O
380,CCCN1C(=NC(=C1C2=NC(=NC=C2)NC3CCCCC3)C4=CC(=C(C=C4)Cl)Cl)C5CCNCC5
381,CC1=C2CCC(=O)N(C2=NC(=N1)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
382,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
383,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@@H]([C@@H]([C@H]8O)O)O[C@@H]9[C@H](O[C@H](O2)[C@@H]([C@H]9O)O)CO)CO)CO)CO)CO)CO)CO)O)O)O
384,C1C2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)OP(=O)(O1)O
385,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
386,CC(C)C=O
387,C[C@H](CCCC(C)CO)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
388,C1=CC=C(C=C1)CC(=O)NC(=O)N
389,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)CC[C@@]43C)F)O)C)O
390,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C
391,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C
392,C([C@@H]([C@@H]([C@@H](C=O)O)O)O)O
393,C1CNCCC1C2=CC(=NN2)C3=CC=C(C=C3)Cl
394,CCCCCCCCCCCC
395,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CC=C3)C(=O)OC
396,CC(C(C1=CC=CC=C1)O)N(C)C
397,C[C@H](CC[C@@H](C(C)C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
398,O.O.O.O.O.[O-]S(=O)(=S)[O-].[Na+].[Na+]
399,C1=CC(=C(C=C1[N+](=O)[O-])OS(=O)(=O)O)O
400,CCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
401,CC(=O)C1=CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
402,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
403,CC(=O)NC1=CC=C(C=C1)O
404,CN(C)CCO
405,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O
406,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O
407,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl.O
408,COC1=CN=CC(=C1)C2=CC(=CC=C2)CNC3=C(N=CC=C3)N
409,C=O.C(=O)(N)N
410,CCN[C@H]1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC
411,CN1C=NC2=C(N=C[N+](=C21)C)N
412,CC[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)O
413,CCCCOC1=CC=C(C=C1)S(=O)(=O)N2C[C@H](C[C@@H]2C(=O)NO)NS(=O)(=O)C
414,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8CC(=O)OC8)O)C)O)C)C)C)O)O
415,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4[C@@H]6[C@@H](O6)[C@H]([C@@H]5O)O)C=C2
416,C(C1[C@H](C([C@H]([C@H](O1)O)O)O)O[C@@H]2[C@@H](C(C(C(O2)CO)O[C@@H]3[C@@H](C(C(C(O3)CO)O)O)O)O)O)O
417,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCCOCC3=CC=C(C=C3)Cl
418,[207Pb]
419,CCCCCC(CCCCC/C=C/C=C/C=C/C=C/C(=O)O)O
420,C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2)CC[C@@H]4[C@@]3(CC[C@H](C4)O)C
421,C([C@@H](C(=O)O)N)SCC(=O)O
422,CCCCC(=O)OCC(=O)[C@H]1[C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C
423,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2O[C@H]3CC[C@]4([C@H]([C@]3(C)CO)CC[C@@]5([C@@H]4CC=C6[C@]5(CC[C@@]7([C@H]6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)O)O
424,CC12CCC3C(C1CCC2OC(=O)CCC(=O)O)CCC4=C3C=CC(=C4)O
425,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O
426,C1=C(C(=O)NC(=O)N1C[C@@H](C(=O)O)N)F
427,CN1CCC2=CC=CC3=C2[C@H]1CC4=C3C(=C(C=C4)O)O
428,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-]
429,CCC=CC=CC=CC=CCCCCCCCC(=O)O
430,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=CC(=O)CC[C@]34C
431,CCC(=C1C(=O)CC(CC1=O)C(=O)O)[O-].CCC(=C1C(=O)CC(CC1=O)C(=O)O)[O-].[Ca+2]
432,C[C@@H]([C@H]1CCC2[C@@]1(CC[C@H]3[C@H]2CC(=O)[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)[C@H]([C@@H]([C@@H](C)C(C)C)O)O
433,C(CCN)CCN
434,CCCCCCCCCCCCCCCCO
435,CSCC[C@H](C(=O)O)N
436,N.N.[OH-].[OH-].[Cl-].[Cl-].[Pt+4]
437,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
438,CC1=C(C2=C(N1C)C(=O)C=C(C2=O)OC)COC3=CC=C(C=C3)[N+](=O)[O-]
439,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)Cl)F
440,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCN
441,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31
442,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
443,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N
444,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[32P](=O)(O)O)O)O)NC(=NC2=O)N
445,C1CN(CCC1COC2=CC=CC3=C2C(=NC(=N3)N)N)CC4=C(C(=CC=C4)Cl)Cl
446,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
447,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O
448,C([C@@H](C(=O)O)N)C(=O)O
449,COC1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CN=CN3
450,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N
451,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/[125I])CO)O
452,O.[O-]S(=O)(=O)[O-].[Zn+2]
453,[115Cd]
454,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
455,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O
456,CN
457,CC[C@@H](C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C
458,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCC/C=C\CCCCCCCC
459,COC(=O)C1=CC=CC=C1N
460,[OH-].[O-2].[O-]P(=O)([O-])[O-].[Na+].[W]
461,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
462,CN1C=C(N=C1)C[C@@H](C(=O)O)N
463,CCCCCCCC(=O)O
464,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
465,CC(C)N(C1=CC=CC=C1)C(=O)CCl
466,[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Sr+2].[Sr+2].[Sr+2]
467,[81Br-]
468,[NH4+].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3]
469,C1=CC(=C(C=C1I)C(=O)O)NC(=O)C(=O)O
470,C1=CC(=CC(=C1)CCSC(=N)N)CCSC(=N)N
471,C[As](=O)(C)O
472,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O
473,[85Sr+2]
474,[Br-].[Rb+]
475,C([C@H]([C@H]([C@@H](C(=O)C=O)O)O)O)O
476,C1C(O1)C(=O)O
477,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
478,C1=NC2=C(N1C3[C@H]([C@H]([C@H](O3)CO)O)O)N=C(N=C2N)Cl
479,[K+].[I-].II
480,CCCCCC(/C=C/C1C(CC(C1C/C=C/CCCC(=O)O)O)O)O
481,CCCC(=O)C
482,[H]
483,CCC1C[C@H]2C3CCC4=CC(=O)CCC4[C@H]3CCC2([C@H]1O)C
484,[C@H]([C@@H](C(=O)N)O)(C(=O)[O-])[NH3+]
485,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
486,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)[O-])S4)OC)SC2)C(=O)[O-].[Na+].[Na+]
487,CC(=O)[C@H]1CCC2[C@@]1(CCC3C2CC[C@H]4[C@@]3(CC[C@@](C4)(C)O)C)C
488,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
489,C([C@H]([C@H]([C@@H]([C@H](C=O)N)O)O)O)O.Cl
490,COC(=O)C(C1CCCCN1)C2=CC=CC=C2
491,C([C@@H](C(=O)O)N)N1C(=O)NC(=O)O1
492,C[75Se]CC[C@@H](C(=O)O)N
493,CCNC(=O)[C@@H]1[C@@H]([C@@H](C(O1)N2C=NC3=C2N=C(N=C3N)NCCC4=CC=C(C=C4)CCC(=O)O)O)O
494,CC(=O)[C@]1(CCC2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)O
495,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3
496,[75Se]
497,CCCCCCCCCCC/C=C/CCCCC(=O)O.C/C=C/C1=CC=C(C=C1)OC.CC1=C(C=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)O
498,C[C@@]1(C(=O)N(C(=O)O1)NC2=CC=CC=C2)C3=CC=C(C=C3)OC4=CC=CC=C4
499,C(C[C@@H](C(=O)O)N)CN=C(N)N
500,CC1=C2C(=NC(=NC2=NC=C1CNC3=CC=CC4=C3C=CC=N4)N)N
501,C(CCO)C[C@@H](C(=O)O)N
502,[15NH3]
503,C[C@@]12CCC[C@H]1[C@@H]3CC[C@H]4C[C@H](CC[C@@]4([C@H]3CC2)C)O
504,CC(C)[C@@H](C(=O)N1CCCC1)N
505,CC(C)C1(C(=O)NC(=N1)C2=C(C=CC=N2)C(=O)O)C
506,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O
507,CN(C)CC1=CC=C(O1)C2=CN=CC=C2
508,F[Al]
509,CCCCCC[C@@H](C(=O)[O-])O
510,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O
511,CC1=CC=C(C=C1)S(=O)(=O)NCC(=O)NC(CC2=CC=CC(=C2)C(=N)N)C(=O)OC
512,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OC=O)C)C
513,[As+5]
514,CC(C)C[C@@H](C(=O)N)N
515,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O
516,CC1=CC=C(CC1)C(C)C
517,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
518,CC1=CC(=NN1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4
519,[110Ag]
520,CN(C)N
521,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
522,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
523,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)C)O)O)O)NC(=O)C)O)CO)O)O)O
524,C[C@@H]1[C@H](C[C@@H](O1)N2C=NC3=C2N=CN=C3N)OP(=O)(O)O
