index,smiles
343,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C
344,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O
345,C1=C(C2=C(N1)C(=O)N=CN2)C3C(C(C(N3)CO)O)O
346,C1CC1C2=CC(=NN2)NC(=O)CC3=CC4=CC=CC=C4C=C3
347,CC1=C(C(=O)C2=C(C1=O)N3CC(CC3=C2COC(=O)N)N)N
348,CCC(=O)CC
349,C1[C@H](CN[C@@H]1C(=O)O)O
350,CC(C)(C)OC(=O)N1CC2=C(C[C@@H]1C(=O)NC)C=CC(=C2)NS(=O)(=O)O
351,C(C(C(C(=O)[O-])O)O)OP(=O)(O)O
352,C1=CC(=CC=C1OCC(CO)O)Cl
353,C1=CC=C2C(=C1)C(=C(N2)O)C[C@@H](C(=O)O)N
354,C(=O)(N)NN
355,CCOC(=O)C1=CC=CC=C1C(=O)OCC
356,C1CCC(=O)CC2=C(C(=CC(=C2Cl)O)O)C(=O)OCC/C=C/C1
357,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
358,CCC(C1=CC=CC=C1)C(=O)O
359,C1=CC(=CC=C1C(=O)O)N
360,CC1=CC=C(C=C1)O
361,CC(C)CCC(=O)O
362,CCCCCCCCCCCCCCCC(=O)O
363,CCOCCOCCOCCOCCOCCOCC
364,[Na+].[I-]
365,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O
366,C1=CC=C2C(=C1)C(=O)C=C(O2)C3=CC=C(C=C3)Br
367,C1C(=O)N([C@@H](S1)C2=CC(=CC=C2)Br)C3=C(C=CC(=C3)Cl)O
368,C1=CC(=O)OC1=O
369,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4
370,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3
371,C(COCCOCCO)O
372,CC(=O)CCO
373,C([C@@H](C(=O)O)N)N1C(=O)NC(=O)O1
374,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
375,C([C@@H](C(=O)O)N)S
376,CCC(C)C(=O)C(=O)O
377,CC[C@H](C(=O)O)N
378,C([C@@H](C(=O)O)N)SS(=O)(=O)O
379,CCO[C@@H](CC1=CC=C(C=C1)OCCN2C3=CC=CC=C3OC4=CC=CC=C42)C(=O)O
380,C1CCC(CC1)OC2=NC3=NC=NN3C(=C2)NC4=CC=C(C=C4)S(=O)(=O)N
381,CC1(C2CCC(O1)(CC2)C)C
382,C([C@@H](C(=O)O)N)SS
383,CCCCCCCCNC(C)C(C1=CC=C(C=C1)SC(C)C)O
384,C(C1C(C(C(O1)O)O)O)O
385,C(=N)(N)N
386,C1=CC=C(C(=C1)C(=O)O)N
387,C1CCNC(C1)C(=O)O
388,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O
389,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
390,CS(=O)(=O)C1=CC2=C(C=C1)N3C[C@@H]([C@H](CC3=N2)C4=CC(=C(C=C4F)F)F)N
391,CCCCCCCCCCCCCCCC[N+](C)(C)C
392,CC1CO1
393,C(CC(=O)O)C(=O)CC(=O)O
394,CC1=CC=CC=C1N2CCN(CC2)CCC3=NN=C4N3CCCC4
395,C1=CC(=CC=C1CCN)S(=O)(=O)F
396,CCCCN(CCCC)CCCC
397,C[C@@H](CC(C)(C)O)O
398,CC(C)[C@@H](CO)NC1=NC2=C(C(=N1)NC3=CC(=CC(=C3)N)Cl)N=CN2C(C)C
399,CCCCCCO
400,CC(CNCC(C)O)O
401,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
402,CC1=CC(=O)NC(=O)N1
403,CCCCN1C2=C(C(=O)N(C1=O)CC3=CC=CC=C3F)NC(=N2)CC4=CC=C(C=C4)NC(=O)C
404,CCCCN1C(=NC2=C1N=CN=C2N)CC3=CC4=C(C=C3)OCO4
405,CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC
406,C(CCC(=O)O)CCN
407,C(CN)C#N
408,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1
409,CC(CN)O
410,C1CNCCC1OC2=CC=CC(=C2)C(=O)C3=C(N(N=C3)C4=CC=C(C=C4)F)N
411,C(CC(=O)N)[C@@H](C(=O)O)N
412,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O
413,C[C@H](C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl
414,C(C(C(=O)O)N)C(=O)O
415,C[C@@H](C(=O)O)N
416,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
417,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=O)C=C[C@]34C
418,C(C(=O)C(=O)O)C(=O)O
419,C[C@H](C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)Cl)Cl
420,CC(CCOP(=O)(O)O)(CC(=O)O)O
421,CC(C)C[C@@H](C(=O)O)N
422,CC(C)O
423,C(CC(=O)O)CN
424,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O
425,CC(C)C(CC=C)C(=O)N
426,C1=C(C(=O)NO1)C[C@@H](C(=O)O)N
427,CC1CCC2(C3(CC4(C5(C(C(C3(C5(C2(C1O)O4)O)O)OC(=O)C6=CC=CN6)(C(C)C)O)C)O)C)O
428,C1=CC(=CC=C1Cl)Cl
429,CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=C(N=C3N)NCCC4=CC=C(C=C4)CCC(=O)O)O)O
430,CC(=O)C(C)(C(=O)O)O
431,C[S+](CCC(C(=O)O)N)CC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O
432,CC#CCOC1=CC=C(C=C1)S(=O)(=O)N2CC[C@@H](C2)S
433,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
434,C1=CC(=CC(=C1)C(=O)O)/C=N/OCCO/N=C/C2=CC(=O)NC(=O)N2
435,CC1=C(SC(=N1)N)C2=NC(=NC=C2)NC3=CC(=CC=C3)[N+](=O)[O-]
436,C(=C(\O)/[O-])\[C@H](C(=O)[O-])O
437,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C
438,C(C(CO)(CO)CO)O
439,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Sn+2]
440,C1C(CNC1C(=O)O)O
441,COC1=C(C=CC(=C1)C=O)O
442,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
443,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3
444,CCNNC(=O)C1C(C(C2=CC3=C(C=C2C1C4=CC(=C(C(=C4)OC)OC)OC)OCO3)O)CO
445,C(Br)(Br)Br
446,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
447,C([C@@H](C(=O)O)N)O
448,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
449,CCC(CC)N1C=CC2=C1C=CC3=C2C(=NC(=N3)N)N
450,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)I)O
451,CCC(=O)C(=O)O
452,C1=CC=C(C(=C1)C2=CN3C=CN=C3C(=N2)NCC4=CN=CC=C4)F
453,C(=O)(C(=O)[O-])N.[Na+]
454,CC1=CC=CC=C1[N+](=O)[O-]
455,CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OC[C@H](CC4=CC=CC=C4)N
456,C1CNC(=O)NC1=O
457,CCCC[C@H](CN(C=O)O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C
458,CC1=CC[C@H]2C[C@@H]1[C@@H](OC2(C)C)C3=CC=C(C=C3)O
459,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC
460,CC(=C)C(=O)O
461,CC1=CC=CC2=C1C(=O)N(C2=O)C3=CC=C(C=C3)C#N
462,CC(=O)NCCC1=CN=CN1
463,C(C(=O)CO)O
464,CCCOC1=C2C(=CNC2=NC=C1)C3=NC(=NC=C3)N
465,CC1=CC(=C(C=C1)C(C)C)O
466,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O
467,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
468,C([C@@H]([C@H]([C@@H](C(=O)CO)O)O)O)O
469,COC1=CC=C(C=C1)C(=O)O
470,C1=CC=C2C(=C1)C(=O)C(=C(O2)O)CC3=C(OC4=CC=CC=C4C3=O)O
471,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F
472,C(CC(=O)O)[C@@H](C(=O)O)N
473,C[C@H](CCC1=CC=C(C=C1)O)NC(=O)CC2=C(NC3=CC=CC=C32)C4=CC=CC=C4
474,CC(CC(=O)O)(C(=O)O)O
475,C=C=CCNCCCCNCC=C=C
476,COC1=CC=CC=C1CNCCCCCCNCCSSCCNCCCCCCNCC2=CC=CC=C2OC
477,C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C2N=CN=C3N)CO
478,C1CC(NC1)C(=O)O
479,C1=CC(=CC=C1CC2=CC=C(C=C2)OP(=O)(O)O)OP(=O)(O)O
480,C1=CC(=C(C=C1CC(C(=O)O)N)O)O
481,CNCCCN(C)N(N=O)O
482,CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2OC)Br)OC
483,CCCCC[C@@H](/C=C/C=C\CCCCCCCC(=O)O)O
484,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
485,C1CCC2CCCCC2C1
486,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
487,CC12CCC(=O)C=C1CCC3C2CCC4(C3CC[C@]4(C#C)O)C
488,COCC(=O)O
489,CCC(C)(C#C)O
490,CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
491,OP(=O)(O)OP(=O)(O)OP(=O)(O)O
492,CC(CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
493,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O
494,C1=C(C=C(C(=C1I)O)C(=O)O)I
495,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
496,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C
497,CC(=O)C=O
498,C1=CC2=C(C=C1O)C(=CN2)CC(=O)O
499,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O
500,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4
501,C1=CC=C(C(=C1)C(=O)O)N(C2=CC=CC3=C2C=C(C=C3)O)C(=O)C(=O)O
502,C1[C@H]2[C@@H]([C@@H](S1)CCCCC=O)NC(=O)N2
503,CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C
504,CC1=NC=C(C(=C1O)CN[C@H](C)C(=O)O)COP(=O)(O)O
505,CC1=C(C=CC(=C1)O)O
506,CC(CC(=O)O)C(=O)O
507,CCCCCCCCCCC(=O)O
508,C1=CC(=C(C=C1CCN)O)O
509,CC(=O)OCC(=O)C1(CCC2C1(C[C@@H]([C@]3(C2CCC4=CC(=O)C=CC43C)F)O)C)O
510,CC1=C(SC(=N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NCC3=CC=C(C=C3)OC(C)(C)C(=O)O
511,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C
512,C1=CC=C(C(=C1)O)Cl
513,C=C1CC1CC(C(=O)O)N
514,CC(C)N1C2=C(C(=N1)C3=CC(=CC=C3)O)C(=NC=N2)N
515,C1=CC(=CC=C1CSC[C@@H](C(=O)O)NC(=O)N[C@@H](CCC(=O)O)C(=O)O)F
516,CCOC(=O)C(C)C(=O)C
517,CCCCCCCCCCCCCCCCCC(=O)OC
518,CC(=O)NC(CCSC)C(=O)O
519,COC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC(=C3)OC)CCC(=O)O
520,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O
521,C(C(=O)COP(=O)(O)O)O
522,CC(=O)[O-]
523,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O
524,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C
525,CN1C=C(N=C1)C[C@@H](C(=O)O)N
526,C(C(C(=O)O)N)O
527,C[C@@H](C1=CC=CC=C1)NC2=NC=C3C(=C2)C(=NO3)C4=CC(=CC(=C4)Cl)CCCO
528,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C
529,C1CC(C(CNC1)NC(=O)C2=CC=C(C=C2)O)OC(=O)C3=CC(=C(C(=C3)O)C(=O)C4=C(C=CC=C4O)C(=O)O)O
530,C1=CC(=CC=C1[C@H](CN=[N+]=[N-])O)[N+](=O)[O-]
531,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
532,C1C(O1)CO
533,C1=CC=C(C=C1)COC=O
534,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
535,CC(C=O)C(=O)O
536,C(C=O)C(=O)O
537,C1=CSC(=C1)C(=O)CC(=O)C(F)(F)F
538,C#CC(CCC(=O)O)N
539,CC1=CC=CC(=N1)C2=C(CNN2)C3=NC4=C(C=C3)N=CC=C4
540,CS(=O)(=O)C1=CC=CC(=C1)NC2=NC=CC(=N2)NC3=C(C=CC4=C3OCO4)Cl
541,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
542,CS(=O)C
543,C[As](=O)(C)O
544,CC1=CC(=CC(=C1CC2=CC(=C(C=C2)O)C(C)C)C)OCC(=O)O
545,COC1=C(C(=C(C(=C1)N)OC)CCOC(=O)C2=CC(=C(C=C2O)O)Cl)OC
546,CC(=O)CC(=O)CCC(=O)O
547,CC(CO)O
548,C(C(C(C(=O)O)O)C(=O)O)C(=O)O
549,CC1=C(C2=CC=CC=C2N1)CCNC(=O)C3=CC=CS3
550,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(CP(=O)(O)O)O)O)O
551,C1=CC=C2C=C(C=CC2=C1)C[C@@H](C(=O)O)N
552,COC1=C(C=C2C(=C1)C(=NC=N2)N3CC[C@H](C3)OC4=NC5=CC=CC=C5N=C4)OC
553,CCCCCC=O
554,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O
555,CC(=O)[O-].CC(=O)[O-].[Fe+2]
556,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O
557,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34
558,CCC1=C(C2=C(O1)C=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4)C(=O)C5=CC(=C(C(=C5)Br)O)Br
559,C[C@@H]1[C@]([C@@H]([C@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)NC)(C=O)O
560,C1=CC=C2C=C(C(=CC2=C1)C(=O)O)O
561,C1[C@@H]([C@H](CSS1)O)O
562,CCCCC(CC)C(=O)O
563,CCC(C)C(C(=O)O)N
564,C1C2=CC(=CC(=C2OCO1)CN3C4=C(C=C(C=C4)F)/C(=N\O)/C3=O)F
565,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O
566,CC(=O)NC1C(C(C(OC1O)CO)O)O
567,C1=CC=C2C(=C1)C=CC=C2NC(=O)CF
568,[O-]S(=O)(=O)[O-]
569,CC#CCOC1=CC=C(C=C1)S(=O)(=O)CCCS
570,C1C[C@@H]2C3=C(C=CC=C3NC(=O)NC4=CC=CC=N4)C(=O)N2C1
571,C[C@@H]1C(=O)NCCCN1C(=O)C[C@@H](CC2=CC(=C(C=C2F)F)F)N
572,CCCCCCCO
573,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
574,C1CNCC(C2=CC(=C(C=C21)O)O)C3=CC=CC=C3
575,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
576,C1CN2C3=CC=CC4=C3C=C(C=C4)OC5=C(C=CC(=C5)CN6C=NC=C6CNC1C2=O)C#N
577,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O
578,C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Ca+2]
579,C1=CC(=CC=C1C2=C(NN=C2)C3=CC(=NC=C3)F)F
580,C([C@@H](C(=O)O)N)C(=O)N
581,C1CNCCC1C2=CC3=C(CCC(=O)N3C4=C(C=CC=C4Cl)Cl)C(=C2)C5=C(C=C(C=C5)F)F
582,C1CC1(C(=O)O)N
583,C1=CC=C(C=C1)C[C@@H](C(=O)O)N
584,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@H]([C@H]([C@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O
585,CCCCCCCC/C=C/CCCCCCCC(=O)O
586,C1=CC(=C(C=C1C2=CC=C(O2)/C=C\3/C(=O)N=C(S3)N)C(F)(F)F)S(=O)(=O)N
587,CC1=C(C=CC=C1OCCCCC(=O)O)NC(=O)NC(=O)C2=C(C=C(C=C2)Cl)Cl
588,C1=CC2=C(/C(=C/3\C4=C(C=C(C=C4)Br)NC3=O)/N=C2C=C1)NO
589,CC(C(=O)C)O
590,CC1=NC=C(N1C2CC2)C3=NC(=NC=C3)NC4=CC=C(C=C4)S(=O)(=O)NC
591,COC
592,C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O
593,CCCCCC=CCC=CCCCCCCCC(=O)O
594,CC(=O)NC1C(C(C(OC1NC(=O)CC(C(=O)O)N)CO)O)O
595,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)O
596,C(C(C(C(C(C(=O)CO)O)O)O)O)OP(=O)(O)O
597,CCl
598,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O
599,C1CNCC2=C1C=CC(=C2)S(=O)(=O)NC3=CC=C(C=C3)Cl
600,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C
601,CCOC(=O)C1C(O1)C(=O)NC(CC(C)C)C(=O)NCCC(C)C
602,CN(C)S(=O)(=O)C1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CC4=C(N3)CCCC4
603,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=CN=CC(=C3)C(=O)N
604,C[C@@H](CC1=CC=CC=C1)NC
605,C(CC(=O)O)C(=O)CN
606,CC(=CCC/C(=C/CC/C(=C/CONC(=O)CP(=O)(O)O)/C)/C)C
607,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl
608,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
609,C1=CC=C(C=C1)C[C@H](C(=O)O)NC(=O)C(=O)O
610,C1=CC(=C(C=C1Cl)Cl)Cl
611,CC1=C(N=C2C=CC(=CC2=C1C(=O)O)F)C3=CC=C(C=C3)C4=CC=CC=C4
612,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
613,C[C@]12CC[C@H]3[C@H]([C@]1(CC[C@@H]2C4=CC(=O)OC4)O)CC[C@]5([C@@]3(CC[C@@H](C5)O)C=O)O
614,C1=CC(=CC=C1NC2=NC=NC(=C2)N)S(=O)(=O)N
615,CC(=O)O.CC(=O)O.O=[U]=O
616,CC1=CC=CC(=C1O)C(=O)O
617,C[C@@H](/C=C(\C)/C=C/[C@@H]([C@H](C)C(=O)O)N)[C@H](CC1=CC=CC=C1)OC
618,C1=CC=C(C=C1)O
619,CC(CC(C(=O)O)N)C(=O)O
620,CC1=CN(C(=O)NC1=O)C2CCC(O2)CO
621,COC1=CC=CC=C1/C=N\OCCC(=O)O
622,C[C@@H](C1=CC=CN1)C2=C3C=C(C=CC3=NC2=O)NC(=O)N
623,CCO
624,C([C@H]([C@@H](CS)O)O)S
625,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2
626,CC(C)NCC(COC1=CC=CC=C1CC=C)O
627,CCN(CC)CCC1=CNC2=CC=CC=C21
628,CC1=C(C=CC2=C3C4=CC(=C(C=C4N=CC3=C(N=C12)N)OC)OC)N
629,C1OC2=C(O1)C(=C(C=C2)Cl)NC3=NC(=NC=C3)NC4=CC=CC(=C4)C(=O)N
630,CC(=O)[O-].CC(=O)[O-].[Co+2]
631,CC1=C(SC(=N1)C)C2=NC(=NC=C2)/N=C/NO
632,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
633,CSC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC3=C2N=CN=C3N)O)O
634,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
635,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)N)O
636,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O
637,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
638,CCCCCCCCCCCCCCCCCC(=O)O
639,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)I)CO)O
640,COC1=C(C=C(C=C1)C2=CC=CC=C2)N3CC(=O)NS3(=O)=O
641,C([C@H](CS)O)O
642,COCC#CC[C@H](C(=O)O)NS(=O)(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)OC
643,CN1C=C(C(=N1)C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C5=CC=NC=C5
644,CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
645,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl
646,C(CC(CC(=O)O)N)CN
647,CC(C=O)O
648,C1=CC=C(C=C1)NC2=CC=CC3=C2C(=CC=C3)S(=O)(=O)O
649,CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
650,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O
651,C1=CC(=CC=C1C2=C(C=NN2)C3=CC=NC=C3)F
652,C(CC(=O)O)C(C(=O)O)N
653,CCCCN1C(=NC2=C1N=C(N=C2N)F)CC3=CC4=C(C=C3)OCO4
654,CN1[C@H](CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
655,OP(=O)(O)OP(=O)(O)O
656,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
657,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O
658,CN1CCN(CC1)C(=O)O[C@H]2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
659,C1=CN=C(N=C1)[NH2+]S(=[OH+])(=O)C2=CC=C(C=C2)N.[Ag+]
660,CN(C)CCOC(C1=CC=CC=C1)C2=CC=C(C=C2)Br
661,N#N
662,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
663,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
664,CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C
665,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
666,C1CCC(C1)NC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O
667,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC
668,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
669,CCCCCCCCCCCCCCCCCCO
670,C(C(Br)(Br)Br)O
671,C1C[C@@H](O[C@@H]1COP(=O)(O)O)N2C=CC(=NC2=O)N
672,C1=CC(=C(C=C1[C@@H](CN)O)O)O
673,CC(C(=O)[O-])O.CC(C(=O)[O-])O.[Ca+2]
674,C1C=CC(=C1C(=O)O)C(=O)NC2=C(C(=C(C(=C2F)F)C3=CC(=CC=C3)OC(F)(F)F)F)F
675,CCC(C(=O)C)(C(=O)O)O
676,C1CCN(C1)C(=O)[C@@H]2CN(C[C@@H]2N)C(=O)C3=NC4=CC=CC=C4N=C3
677,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC
678,C1=CC(=CC=C1C(C(=O)O)O)O
679,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
680,CCCCCCCCO
681,C#CCO
682,C[N+](C)(C)C.[Cl-]
683,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
684,CS(=O)(=O)C1=CC=CC(=C1)C(=O)NC[C@@H]2CCCN2C(=O)C[C@@H](CC3=CC(=CC=C3)Cl)N
685,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC
686,COC1=CC(=C(C=C1)OC)CC2=NC3=C(N2)C(=NC(=N3)F)N
687,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)C(=O)N
