index,smiles
978,CCC1=NC(C2CC2)=C(N1CC1=CC2=C(OC(=C2Br)C2=CC=CC=C2NS(=O)(=O)C(F)(F)F)C=C1)C(N)=O
979,O=C1NC=CC(=O)N1
980,[Na+].[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C1=CC=CC(CCCC([O-])=O)=C1O2
981,OC(=O)C\N=C(\NC(C1=CC=CC=C1)C1=CC=CC=C1)NC1=CC=C(C=C1)C#N
982,CCCCOC1=CC=C(C=C1)S(=O)(=O)N1C[C@H](C[C@@H]1C(=O)NO)NS(C)(=O)=O
983,CC(C)CN1C2=C(N=CN2)C(=O)N(C)C1=O
984,NC(CCO)(CCO)CCO
985,[H][C@]1(CC2=C(O1)C=C1OC(=O)C(=CC1=C2)C(C)(C)C=C)C(C)(C)O
986,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
987,C(CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1)CC1=NN=NN1
988,CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1
989,CCOCCO
990,[H][C@](O)(CC1=CC=CC=C1)C(O)=O
991,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O
992,CN1CCC[C@H]1C1=CN=CC=C1
993,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1
994,[H][C@@](CC1=CC(C(=O)OC)=C(C=C1)C(F)(C(O)=O)C(O)=O)(N=C(C)O)C(O)=N[C@@]1([H])CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O
995,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N(CC)CC
996,[H][C@@](C)(CC)NC1=NC=C(S1)C(=O)NC1=C(C)C=CC(=C1)C(=O)NC
997,NC(=[NH2+])C1=CC2=C(S1)C=CC=C2I
998,CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1
999,[H][C@@](C)(N)[C@]([H])(O)C1=CC=CC=C1
1000,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O
1001,CN(C)C(=O)C1=CC(=CC(NC(=O)C2=CC=C(C)C=C2)=C1)C1=CC=C(C=C1)C(=O)NO
1002,OC(=O)\C=C/C(O)=O
1003,CC(C)C1=CC=C(N)C=C1
1004,NS(=O)(=O)C1=CC=C2NC(=NC2=C1)C1=CSC=N1
1005,C1CCC(CC1)NC1=C2N=CNC2=NC(NC2=CC=C(C=C2)N2CCOCC2)=N1
1006,[H][C@@](CC(C)C)(NC(=O)[C@]1([H])CSCCN1S(=O)(=O)C1=CC=C(C)C=C1)C(O)=O
1007,OC(=O)CCCCCCCCCCCBr
1008,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)NP(O)(O)=O)[C@H](O)[C@H]1O
1009,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N
1010,CNC(=O)[C@@H](N)C(C)(C)C
1011,CCCNCCCNCCCNCC
1012,C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1
1013,[H][C@@](CC1=CC=CC=C1)(NC(=O)C(=O)CC(=O)NCCC1=NC=CC=C1)C(=O)N(C)C
1014,[H][C@@]1(O)C[C@]([H])(O[C@@]1([H])CN1CCCC1)N1C=C(C)C(=O)NC1=O
1015,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F
1016,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1
1017,COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
1018,NC(=N)C1=CC=C(NC(=O)NC2=CC=C(Cl)C=C2)C=C1
1019,CN(C1CCCCC1)C(=O)CCN1CC2=CC(=CC=C2N=C1N)C(=O)C1=CC=CC=C1
1020,OCCCO
1021,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
1022,[H][C@](N)(O)CC[C@@]([H])(N)CC1=CC=C(O)C=C1
1023,[H][C@@]1(COC2=CC=C(F)C=C2)CC[C@]([H])(O1)C#CCCN(O)C(O)=N
1024,[H][C@](CC)(C(O)=O)[C@]([H])(NS(=O)(=O)C1=CC=C(C)C=C1)C(O)=O
1025,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O
1026,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
1027,[O-][N+](=O)C1=CC(=CC=C1)C1=CC2=C(S1)C=C1N2C(=S)N(CCCN2CCOCC2)C1=O
1028,ClCCNP1(=O)OCCCN1CCCl
1029,[H][C@]1(C)C[C@]([H])(NC)C2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O
1030,[H][C@]1(C)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(OC[C@@]3([H])O[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O
1031,COC1=CC=C(NC2=C(C(=O)N(CC3=CC=CC=C3)C2=O)C2=CC=CC=C2)C=C1
1032,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1
1033,[H][C@@]1(O)CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C
1034,FC(F)(F)C1=CC=CC(=C1)C1=NN=C2C=CC(NC3CCCCC3)=NN12
1035,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1
1036,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
1037,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1
1038,[H][C@](N)(CCC(O)=N[C@@]([H])(CSCCCCCC)C(O)=NCC(O)=O)C(O)=O
1039,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
1040,C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C1=CC=CC=C1
1041,C(C1=NCCN1)C1=CC=CC2=CC=CC=C12
1042,[H][C@@]1(CCCN1C1=NC(=NC(C)=C1)N1C=CN=C1)C(=O)NCCC1=CC2=C(OCO2)C=C1
1043,CC1=NC2=C(CSCC2)C(=O)N1
1044,CC(C)C[C@H](NC(=O)C1=CC=C(C=C1)[N+]([O-])=O)C(=O)N1CCC[C@H]1C(=O)NCCCCN=C(N)N
1045,CNC1=C(C=C(SC2=NN=CN2C)C=C1)C(=O)NC1=NC(C)=CS1
1046,[H][C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(=O)C(\C)=C/C)[C@@]3(O)[C@H](O)C(CO)=C[C@@]([H])(C4=O)[C@]1([H])C2(C)C
1047,[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C(O)=C3C(=O)N1[C@H](C)CCO2
1048,CCS(=O)(=O)NC1=CC=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CN=CC=C2)=C1F
1049,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
1050,CCCC1=CC=C(NC(=O)C2=CC=CC=C2NCC2=CNC(=O)C=C2)C=C1C(F)(F)F
1051,[H][C@@](CN)(CC(O)=O)C1=CC=C(Cl)C=C1
1052,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
1053,NC(=O)C(O)=O
1054,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1
1055,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@](C)(O)CC[C@]12C
1056,NC1=NC=CC=C1OCC1=CC=CC=C1
1057,OCCC1CCN(CC1)[C@@]1(C(=O)NC(O)=NC1=O)C1=CC=CC=C1
1058,N1C=CC(=N1)C1=CC(=NO1)C1=CC=CC=C1
1059,CCCCC1=NN(CC2=CN=C(C=C2)C2=CC=CC=C2C2=NNN=N2)C(CCCC)=N1
1060,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
1061,OP(O)(=O)C(F)(F)C1=CC=C(CCCCC2=CC=C(C=C2)C(F)(F)P(O)(O)=O)C=C1
1062,N[C@@H](COP(O)(O)=O)C(O)=O
1063,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=[NH+]C3=C2N=C(O)N=C3O)[C@]([H])(O)[C@]1([H])O
1064,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
1065,CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2
1066,[H][C@](N)(CC(=O)N1CCCNC(=O)[C@@]1([H])C)CC1=C(F)C=C(F)C(F)=C1
1067,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
1068,[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C
1069,[H][C@]1(C)O[C@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
1070,CN1C=C(C2=CC3=CC=CN=C3N2)C2=CC(=CC=C12)C(=O)NC(C)(C)CO
1071,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C
1072,CNCC\C=C\C1=CN=CC=C1
1073,OC(=O)CCCCCCCC(O)=O
1074,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12
1075,[H][C@@](C)(NC1=NC(=O)[C@@](C)(S1)C(C)(C)O)C1=CC=C(F)C=C1
1076,CSC1=C2C=CC=CC2=C(S1)C(=O)N1CCC2(COC3=C2C=C(CN)C=C3)CC1
1077,OC(=O)N1CCC(CC2=CC(OC3=NC=C(C=C3)C(F)(F)F)=CC=C2)CC1
1078,OC(=O)[C@@H]1CCCN1
1079,NCCCC[C@@H]1NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@@H](NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(OCC3=CC=CC=C3)C=C2)NC1=O)OC(=O)NCCN)C1=CC=CC=C1
1080,[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4C=C(OC)C(O)=C5)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@H]2N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31
1081,COCCOCCOCCOC
1082,NC1=C(Br)C=C(Br)C=C1CN[C@H]1CC[C@H](O)CC1
1083,ClC1=CC=CC(=C1Cl)C1=NC2=CC=NN2C(NCC2=CC=NC=C2)=C1
1084,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1
1085,[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O[C@@]3([H])O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@]3([H])O)[C@]2([H])O)[C@]1([H])O
1086,[H][C@@]12CCN(C1=O)C1=C3C=C(OC4=C(C=CC(CN5C=NC=C5CN2)=C4)C#N)C=CC3=CC=C1
1087,[H][C@](C)(N)[C@@]1([H])CC[C@@]([H])(CC1)C(=O)NC1=CC=NC=C1
1088,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21
1089,[H][C@@](N)(COC1=CN=CC(=C1)C1=CC2=CNN=C2C=C1)CC1=C2C=CC=CC2([H])N=C1
1090,[Gd+3].CC([O-])=O.CC([O-])=O.CCC1=C(CC)/C2=C/C3=N/C(=C\N=C4/C=C(OCCOCCOCCOC)C(OCCOCCOCCOC)=C/C/4=N\C=C4/N=C(/C=C\1\[N-]\2)C(CCCO)=C4C)/C(C)=C3CCCO
1091,[H]C(=C([H])C([H])(C)C([H])(OC(C)=O)[C@]([H])(C)C(=O)CC[C@]([H])(C)[C@]([H])(C[C@]1([H])OC(=O)C[C@@]([H])(O)CCCC(=O)C[C@]([H])(C)C2=COC(=N2)C2=COC(=N2)C2=COC(=N2)\C([H])=C([H])\C[C@]([H])(OC)[C@@]1([H])C)OC)N(C)CO
1092,CCC1=C2N=C(C=C(NCC3=CN=C(N)N=C3)N2N=C1)C1=C(F)C=CC=C1F
1093,COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1
1094,OP(O)(=O)OC1=C2NCCCC2=CC=C1
1095,[H][C@@]1(CO)COB(O1)C1=CC=C(CCNC(N)=N)C=C1
1096,CC[C@H](N1CCCC1=O)C(N)=O
1097,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C
1098,C[C@](O)(C1=CC=C(C=C1)C(=O)N(C1CC1)C1CCN(CC2(CC2)C(N)=O)CC1)C(F)(F)F
1099,[H][C@@]1(C[C@]([H])(N=[N+]=[N-])[C@@]([H])(COP(O)(=O)OP(O)(O)=O)O1)N1C=C(C)C(O)=NC1=O
1100,CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1
1101,CCCCCCCCCCCCCCCCOC[C@H](CO[P@@]([O-])(=O)OCC[N+](C)(C)C)OC(C)=O
1102,COC1=CC2=C(OC(NS(=O)(=O)C3=CC(Cl)=CC=C3Cl)=N2)C(=C1)C1=CN=C(OC)C=C1
1103,CN1C2=CC=CC=C2C(C#N)(C(=O)NCCC(O)=O)C2=C1C=CC=C2
1104,O\N=C(/N)N1CCC(CC1)CNC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)S(=O)(=O)CC1=CC=CC=C1
1105,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O
1106,CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1
1107,NC1=CC=NC=C1
1108,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O
1109,CN(C)S(=O)(=O)C1=CC=C2NC(=O)\C(=C/C3=CC4=C(CCCC4)N3)C2=C1
1110,[H][C@@]1(CCC2=C(C(OC)=C(OC)C(OC)=C2)C2=CC=C(OC)C(=O)C=C12)NC(=O)CS
1111,COC1=CC=C(CC(C)N)C=C1
1112,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O
1113,CCCCCC(=O)CP(O)(O)=O
1114,[H]\C1=C([H])/[C@@]([H])(OC)[C@]([H])(CCCC[C@]([H])(OC(=O)[C@@]([H])(C)[C@@]2(O)O[C@]([H])([C@@]([H])(C)[C@]([H])(O)[C@@]2([H])OC)[C@@]1([H])C)C1=CC=CC=C1)OC
1115,[H][C@](N)(CC1=CC=CC=C1)C(=O)NCCOCCOCCNC(=O)C1=CC=C(C=C1)S(N)(=O)=O
1116,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC2=CC=CC=C2)CC1)C(=O)OC
1117,[H][C@@](C)(O)[C@]([H])(CCC1=CC=CC2=C1OC(=N2)C1=CC=C(Cl)C=C1)N1C=NC(=C1)C(N)=O
1118,CC1=NC=C(C[N+]2=CC=CC(CCO[P@](O)(=O)OP(O)(O)=O)=C2C)C(N)=N1
1119,CC1=CC(Br)=C([O-])C(=C1)C1=NC2=CC(=CC=C2N1)C(N)=[NH2+]
1120,[H][C@](N)(CS=O)C(O)=O
1121,[H][C@](C)(O)[C@@]([H])(O)[C@@]1([H])CNC2=C(N1)C(O)=NC(=N)N2
1122,N1N=C(C2=C1C=CC=C2)C1=CC=NC=C1
1123,CC(C)(C)N1N=C(C2=C(N)N=CN=C12)C1=CC=CC(O)=C1
1124,CC(C=C(C1=CC=CS1)C1=CC=CS1)N(C)C
1125,CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=C(N1)C=C(C=C3)C#N)C2=O
1126,OCC1=C(O)C=CC(=C1)[C@@H](O)CNCCCCCCOCCOCC1=C(Cl)C=CC=C1Cl
1127,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3
1128,COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C
1129,[H][C@@]1(CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@]1([H])CC3)[C@H](C)CCC=C(C)C
1130,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
1131,CCCCCOC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC(OS(O)(=O)=O)=C(O)C=C1)[C@H](O)CC(N)=O
1132,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC3=C(C=CC=C3)C=C1)[C@@H](C2)C(=O)NC(C)(C)C
1133,[H][C@@](CC(C)C)(N=C(O)OCC1=CC=CC=C1)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CC1=CC=C(O)C=C1)C(=O)CF
1134,OC1=CC2=C(C=C1)C(=NO2)C1=CC(Br)=C(O)C=C1O
1135,CN(CC(O)=O)C(N)N
1136,[H][C@@](CC1=CC=CC=C1)(NC(=O)[C@]([H])(CC(C)C)[C@]([H])(CSC1=CC=CS1)C(=O)NO)C(=O)NC
1137,[H][C@]1(CCCN1C(=O)COC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N
1138,CC[N+]#C
1139,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1
1140,COC1=CC(=CC(OC)=C1OC)[C@@H](O)CC1=CC(O)=C(OC)C=C1
1141,[H][C@]1(CC(=O)OC)CC(=NO1)C1=CC=C(O)C=C1
1142,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
1143,NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=S)NC1=C(F)C=CC=C1F
1144,OC1(CN(C1)C(=O)C1=C(NC2=C(F)C=C(I)C=C2)C(F)=C(F)C=C1)[C@@H]1CCCCN1
1145,CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O
1146,CN1C2=C(C=C(Cl)C=C2)C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1
1147,COC1=C(C(=O)C2=CN=C(NC3CCN(CC3)S(C)(=O)=O)N=C2N)C(F)=C(F)C=C1
1148,CN(C)C1=C2C=CC=C(C2=CC=C1)S(N)(=O)=O
1149,COC1=CC=C(CC(C)(C)NC[C@H](O)C2=C3OCC(=O)NC3=CC(O)=C2)C=C1
1150,[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1
1151,CC(N)COC1=C(C)C=CC=C1C
1152,N[C@@H](CC(N)=O)C(O)=O
1153,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1
1154,ClC1=CC=C(S1)C(=O)NCCNC(=O)C1=CC=C(C=C1)N1C=CC=CC1=O
1155,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
1156,COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O
1157,CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O
1158,CCCCCCCCC(=O)OC
1159,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N
1160,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2
1161,CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1
1162,OC1=CC(O)=C(C=C1)C1=NN(CC=C)C2=C1C=CC=C2C(F)(F)F
1163,CN1N=NC2=C(N=CN2C1=O)C(N)=O
1164,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1
1165,CCOC1=CC(=CC=C1)C1=CC=C(NC(=O)C(\C#N)=C(\C)O)C=C1
1166,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O
1167,COC1=CC=C(CNS(=O)(=O)C2=CC=C(S2)S(N)(=O)=O)C=C1
1168,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12
1169,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1
1170,[H][C@@](CC1=CC=CC=C1)(CC(O)(O)C[N+]([O-])=O)C(O)=O
1171,CCOC(=O)C1=C(C)N(N=C1C)C1=CC(=CC=C1)[N+]([O-])=O
1172,FC1=CC=CC(F)=C1S(=O)(=O)N1CCN(CC1)S(=O)(=O)C1=CC=C2OCCOC2=C1
1173,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1
1174,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C
1175,[Br-].C[N+]1(C)C2CCC1CC(C2)OC(=O)C(O)C1=CC=CC=C1
1176,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(O)(=O)OP(O)(O)=O
1177,CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O
1178,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@@]1([H])O[C@]1([H])C(=O)NCCC)C(=O)N1CCC[C@@]1([H])C(=O)OCC1=CC=CC=C1
1179,[H][C@@]1(O)O[C@]([H])(CO)[C@]([H])(OS(O)(=O)=O)[C@]([H])(O)[C@@]1([H])O
1180,C(CN1CCNCC1)NC1=CC=NC2=C1C(=C(O2)C1=CC=CC=C1)C1=CC=CC=C1
1181,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1
1182,[H][C@]1(N)CC[C@@]([H])(CC1)NC1=NC2=C(C=NN2C(NC(C)C)=C1)C#N
1183,[H][C@@](CCCN)(NC(=O)[C@]1([H])CCCN1C(=O)[C@@]([H])(CC1=CC=CC=C1)NC(C)=O)B(O)O
1184,CC1=CC(N)=NC(CCNC(=O)C2=CC=C(C=C2)C#N)=C1
1185,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1
1186,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O
1187,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1
1188,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)C1=C(C)C(N)=NC(=N1)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CN=CN1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C
1189,NCC1=CC=C(NC(=O)C2=CC=C3C=C(C=CC3=C2)C(N)=N)C=C1
1190,CC1(C)CN2C(CC(O)=O)=C(C(=C2C1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1
1191,OC1=C(O)C=C2C=CNC2=C1
1192,OP(O)(=O)OC1=CC=CC2=CC=C(N=C12)C#N
1193,ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2
1194,O[C@H]1[C@@H](O)[C@@H](OP(O)(=O)OP(O)(O)=O)O[C@@H]1COP(O)(O)=O
1195,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC
1196,[C@H]1([C@@H]2[C@H]([C@@H](N3C4=CC(=C(C)C=C4[N+]([Co-3]456(N7C8=C(C9=[N+]4C(C([C@@H]9CCC(N)=O)(C)C)=CC4=[N+]5C(=C(C5=[N+]6[C@@]([C@]7([C@@H]([C@@]8(C)CCC(=O)NC[C@@]([H])(C)OP([O-])(=O)O2)CC(N)=O)[H])([C@@]([C@@H]5CCC(N)=O)(C)CC(N)=O)C)C)[C@@]([C@@H]4CCC(N)=O)(C)CC(N)=O)C)C#N)=C3)C)O1)O)CO
1197,N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12
1198,NC(=O)C1=NN(C2=C1C=CC1=C2C=NN1)C1=CC=C(C=C1)S(N)(=O)=O
1199,[H][C@]1(CCCC)CC[S@](=O)C1
1200,[H][C@@]1(C[C@@]2([H])C(=O)OC3=C(C=CC=C3)C2=O)C(=O)OC2=CC=CC=C2C1=O
1201,CNC(C)CC1=CC2=C(OCO2)C=C1
1202,NS(=O)(=O)C1=CC2=C(CCNC2)C=C1
1203,[H][C@@](CC1=CC=CC=C1)(NC(=O)[C@]([H])(CC(C)C)NC(C)=O)C=O
1204,[H][C@]1(CO)O[C@@]2(N=C(O)N(C)C2=O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
1205,N[C@@H](CCCN\C(N)=[NH+]\CC=C)C(O)=O
