drug_id,smiles,vector_length,fingerprint_type
D00630,CC1=CC(=C(C=C1)NC(=O)COC2=CC=CC=C2Br)Cl,2048,morgan
D00018,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OC(C)C(=O)NC3=CC=CC(=C3)C#N,2048,morgan
D00037,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OC(C)C(=O)NC(C)CCC3=CC=CC=C3,2048,morgan
D01667,C1CSC2=C(C=C(C=C2)C(=O)OCC(=O)NC3=C(C(=C(C=C3)F)F)F)NC1=O,2048,morgan
D00968,CCOC(=O)C1=C(NC(=C1C(=O)COC(=O)CCC(C)C)C)C,2048,morgan
D00549,CC(C(=O)NC1CC1)OC(=O)CNS(=O)(=O)C2=CC3=C(CCCC3)C=C2,2048,morgan
D01097,COC1=C(C=C(C=C1)C(=O)COC(=O)C2=CC3=C(C=C2)SCCC(=O)N3)OC,2048,morgan
D03728,CC1=C(C(NC(=O)N1CCOC)C2=CC=CC=C2F)C(=O)OC,2048,morgan
D00103,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OCC(=O)N3CCC(=N3)C4=CC=CC=C4,2048,morgan
D00142,CC1=C(C(=C(C=C1)[N+](=O)[O-])NC(=O)COC(=O)COC2=CC=CC=C2Cl)C,2048,morgan
D00566,C1CS(=O)(=O)CC1NC(=O)COC2=CC=CC=C2Br,2048,morgan
D00449,CCC1=C(SC(=C1)C(=O)OCC(=O)NC2=CC=CC=C2Br)C,2048,morgan
D00070,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OCC(=O)NC3=C(C=CC(=C3)Cl)C,2048,morgan
D00188,CC(C12CC3CC(C1)CC(C3)C2)NC(=O)COC(=O)COC4=CC=CC=C4Cl,2048,morgan
D00691,CC(C)N1C(=CC=N1)NC(=O)C(C)SC2=C(C=CC=C2Cl)Cl,2048,morgan
D01367,CC(C(=O)NC(=O)NC)OC(=O)C1=CC2=C(C=C1)SCCC(=O)N2,2048,morgan
D00998,CCCOC1=C(C=C(C=C1Cl)C=CC(=O)OCC(=O)N2CC(OC(C2)C)C)OC,2048,morgan
D00148,CCC1=CC=C(C=C1)NC(=O)C(C)OC(=O)COC2=CC=CC=C2Cl,2048,morgan
D00518,COC1=C(C=C(C=C1)COC(=O)CNS(=O)(=O)C2=CC3=C(CCCC3)C=C2)F,2048,morgan
D00994,CC1=C(C=C(C=C1)S(=O)(=O)N2CCCCC2)NC(=O)COC(=O)CCC(C)C,2048,morgan
D03788,CC(C)(C)NC(=O)CSC1=NN=NN1CC2CCCO2,2048,morgan
D00519,CC1CCN(C2=CC=CC=C2S1)C(=O)COC3=CC=CC=C3Br,2048,morgan
D00038,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OC(C)C(=O)NC(C)CCC3=CC=CC=C3,2048,morgan
D00577,C1CCC2=C(C1)C=CC(=C2)S(=O)(=O)NCC(=O)OCC(=O)NC3CC3,2048,morgan
D01325,CC1=CC=C(C=C1)C(=O)C(C)OC(=O)C2=CC3=C(C=C2)SCCC(=O)N3,2048,morgan
D02290,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OCC(=O)NC(C)C2=C(C=C(C=C2)F)F,2048,morgan
D00126,CC1=CC=C(C=C1)C2=NN(C=C2C(=O)OC(C)C(=O)NC(=O)NC)C3=CC=CC=C3,2048,morgan
D00414,CC1=CC(=C(C=C1NC(=O)CSC2=CC=C(C=C2)C(C)(C)C)OC)[N+](=O)[O-],2048,morgan
D00454,CCC1=C(SC(=C1)C(=O)OCC(=O)NC2=C(C=CC(=C2)[N+](=O)[O-])F)C,2048,morgan
D00771,CC(C(=O)NCC1=CC2=C(C=C1)OCO2)SC3=C(C=CC=C3Cl)Cl,2048,morgan
D05353,CC1=CC(=NO1)NC(=O)CSC2=NC3=CC=CC=C3N2C(C)C,2048,morgan
D00749,CCC1=CC=CC(=C1NC(=O)CSC2=C(C=CC=C2Cl)Cl)C,2048,morgan
D01984,CN(CC(=O)OCN1C(=O)C2=CC=CC=C2N=N1)S(=O)(=O)C3=CC=C(C=C3)F,2048,morgan
D00535,CC(C#N)OC(=O)CNS(=O)(=O)C1=CC2=C(CCCC2)C=C1,2048,morgan
D01688,CN(CC(=O)OCC1=CC(=C(C=C1)OC)F)S(=O)(=O)C2=CC=C(C=C2)F,2048,morgan
D00333,CC(C)(C)C1=CC=C(C=C1)SCC(=O)NCCC#N,2048,morgan
D02350,CCCNC(=O)COC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)C,2048,morgan
D03765,CC1CCC2=CC=CC=C2N1C(=O)CSC3=NNC(=N3)C4=CC=CS4,2048,morgan
D01264,COC1=CC2=C(C=C1)C(=CC(=O)O2)COC(=O)C3=CC4=C(C=C3)SCCC(=O)N4,2048,morgan
D00537,CC(C#N)OC(=O)CNS(=O)(=O)C1=CC2=C(CCCC2)C=C1,2048,morgan
D00218,C1=CC=C2C(=C1)C(C3=CC=CC=C32)OC(=O)COC4=CC=CC=C4Cl,2048,morgan
D01888,CC(CN1C(=O)C2=C(C=C(C=C2)C(=O)OC)N=C1SC(C)C3=CC=CC=C3)O,2048,morgan
D01136,COC1=CC=CC=C1C(=O)COC(=O)C2=CC3=C(C=C2)SCCC(=O)N3,2048,morgan
D00322,C1=CC=C(C(=C1)CNC2=NN=N[N-]2)OCC3=CC=C(C=C3)F,2048,morgan
D00029,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OC(C)C(=O)NCCC3=CCCCC3,2048,morgan
D00421,CCC1=C(SC(=C1)C(=O)OCC(=O)NC2=CC=CC=C2C(F)(F)F)C,2048,morgan
D00892,CC1=C(C=CC2=C1OC(=O)C=C2COC(=O)CCC(C)C)O,2048,morgan
D00567,C1CCC(CC1)NC(=O)NC(=O)COC2=CC=CC=C2Br,2048,morgan
D00293,C1CCC(CC1)[NH2+]CC2=C(C=CC=C2Cl)Cl,2048,morgan
D01915,CC(CN1C(=O)C2=C(C=C(C=C2)C(=O)OC)N=C1SCC3=CC(=CC=C3)C#N)O,2048,morgan
D00733,C1=CC(=C(C(=C1)Cl)SCC(=O)NC2=C(C=CS2)C#N)Cl,2048,morgan
D00359,CC(C(=O)NC1=CC=CC=C1OC)SC2=CC=C(C=C2)C(C)(C)C,2048,morgan
D00014,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OCC(=O)NCCN3C(=O)CSC3=O,2048,morgan
D02563,COC1=CC(=CC(=C1OC)OC)NC(=O)C2=NNC3=CC=CC=C32,2048,morgan
D02769,CC1=CC=C(C=C1)OCCCC(=O)N2CCC3=CC(=C(C=C3C2CC(=O)OC)OC)OC,2048,morgan
D00325,C1CC(OC1)C[NH2+]CC2=CC=C(C=C2)OCC3=CC=CC=C3,2048,morgan
D02304,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OC(C)C(=O)C2=CC=C(C=C2)OC(F)F,2048,morgan
D00487,CC(C)C(C)(C#N)NC(=O)COC(=O)CNS(=O)(=O)C1=CC2=C(CCCC2)C=C1,2048,morgan
D00530,C1CC2=C(C1)C=C(C=C2)NC(=O)COC3=CC=CC=C3Br,2048,morgan
D03738,CC(C)NC(=O)CNC(=O)C1=CC=CC=C1C2=CC=CC=C2,2048,morgan
D00970,CCCOC1=C(C=C(C=C1Cl)C=CC(=O)OC2CCOC2=O)OC,2048,morgan
D03722,CC(C(=O)NC1=CC=C(C=C1)OC)OC(=O)C2=C(C=C(C=C2)F)N,2048,morgan
D03714,CCCC(C(=O)NC1=NOC(=C1)C)OC(=O)C2=CC=C(C=C2)N(C)C,2048,morgan
D00153,CCOC(=O)C1=C(NC(=C1C(=O)COC(=O)COC2=CC=CC=C2Cl)C)C,2048,morgan
D00270,CCC1=CC=CC=C1NC(=O)COC(=O)COC2=CC=CC=C2Cl,2048,morgan
D03787,CC1=CC(=CC(=C1)N2C=CN=C2SCC(=O)N(C)CCC#N)C,2048,morgan
D00049,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OC(C)C(=O)NC3CCCC4=CC=CC=C34,2048,morgan
D00568,C1CCC2=C(C1)C=CC(=C2)S(=O)(=O)NCC(=O)OCC(=O)N3CCOCC3,2048,morgan
D02579,C1CC(=O)N(C1)C2=CC=C(C=C2)CC(=O)NC3CCSC4=CC=CC=C34,2048,morgan
D00274,CC1=CC(=C(C=C1)NC(=O)COC(=O)COC2=CC=CC=C2Cl)C,2048,morgan
D01475,CC1=CC=C(C=C1)C2=NC(=CS2)COC(=O)C3=CC4=C(C=C3)SCCC(=O)N4,2048,morgan
D00032,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OC(C)C(=O)NC3=CC=CC(=C3)C,2048,morgan
D02214,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OCC(=O)N(C)C,2048,morgan
D00285,C1=CC=C(C(=C1)C(F)(F)F)NC(=O)COC(=O)COC2=CC=CC=C2Cl,2048,morgan
D00136,CC1=CC=C(C=C1)C2=NN(C=C2C(=O)OCC(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4,2048,morgan
D00562,CC(C)C(C)(C#N)NC(=O)COC1=CC=CC=C1Br,2048,morgan
D00224,CC(C)C(C(=O)NC(=O)N)OC(=O)COC1=CC=CC=C1Cl,2048,morgan
D00183,CC1=CC(=C(N1CC2=CC=CS2)C)C(=O)COC(=O)COC3=CC=CC=C3Cl,2048,morgan
D00813,CC(C#N)(C1CC1)NC(=O)CSC2=C(C=CC=C2Cl)Cl,2048,morgan
D03826,C1=CNC(=C1)C(=O)COC(=O)C2=C(C=C(C=C2)F)Br,2048,morgan
D04031,CC1=C(C=C(C=C1)Cl)NC(=O)CSC,2048,morgan
D03365,C1=CC=C2C(=C1)C=CN(C2=O)CC(=O)NC3=CC=C(C=C3)OC(F)F,2048,morgan
D00650,CC(C)N1C(=CC=N1)NC(=O)C(C)OC(=O)C2=CC=C(S2)C3=CC=C(C=C3)Cl,2048,morgan
D00593,CCC1=CC2=C(C=C1)C(=CC(=O)O2)COC3=CC=CC=C3Br,2048,morgan
D03208,C1CCC(CC1)C(=O)N2CCC3=C(C2)SC4=NC=NC(=C34)N,2048,morgan
D02194,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OCC(=O)NCCC2=CC=C(C=C2)Cl,2048,morgan
D00785,CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)N)SC2=C(C=CC=C2Cl)Cl,2048,morgan
D03769,CC(C)C1=NN=C(N1CC2=CC=CO2)SC(C)C(=O)N3CCNC3=O,2048,morgan
D01767,CC1CCCC(N1C(=O)COC(=O)C2=CC3=C(C=C2)SCCC(=O)N3)C,2048,morgan
D02368,CC1=CC=CC=C1C=CC(=O)OC(C)C(=O)NC2=CC=C(C=C2)NC(=O)C,2048,morgan
D00055,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OC(C)C(=O)C3=C(NC4=CC=CC=C43)C,2048,morgan
D01346,CC(C(=O)NCC1=CC=CO1)OC(=O)C2=CC3=C(C=C2)SCCC(=O)N3,2048,morgan
D00035,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OCC3=CC(=CC4=C3OCOC4)Cl,2048,morgan
D03763,CCC1CCCCN1C(=O)CN2C(=O)C(NC2=O)(C)C3=CC=C(C=C3)OC,2048,morgan
D00533,CC(C(=O)N)OC(=O)CNS(=O)(=O)C1=CC2=C(CCCC2)C=C1,2048,morgan
D00129,CC1=CC=C(C=C1)C2=NN(C=C2C(=O)OC(C)C#N)C3=CC=CC=C3,2048,morgan
D01811,CC1CCCC(C1C)NC(=O)C(C)OC(=O)CN(C)S(=O)(=O)C2=CC=C(C=C2)F,2048,morgan
D03743,COC1=CC2=CC=CC=C2C=C1C(=O)NC3=CC=C(C=C3)S(=O)(=O)N4CCCCC4,2048,morgan
D01866,COC(=O)C1=CC2=C(C=C1)C(=O)N(C(=N2)SC3CCCCC3=O)CC4=CC=CO4,2048,morgan
D00703,C1CS(=O)(=O)CC1NC(=O)COC(=O)C2=CC=C(S2)C3=CC=C(C=C3)Cl,2048,morgan
D01862,CC(C)(C)C(=O)CSC1=NC2=C(C=CC(=C2)C(=O)OC)C(=O)N1CC3=CC=CO3,2048,morgan
D00512,CC1=CC(=C(N1C)C)C(=O)COC(=O)CNS(=O)(=O)C2=CC3=C(CCCC3)C=C2,2048,morgan
D03758,CC1=CSC2=NC(=CC(=O)N12)CNC(C)C3=CC=CC=C3,2048,morgan
D06238,CS(=O)(=O)CC1=CSC(=N1)CC2=CC=C(C=C2)Cl,2048,morgan
D03751,CCC(C)N(C(C)CC)C(=O)CN1C(=O)C(NC1=O)(C)C2CCCCC2,2048,morgan
D01064,CC(C)CCC(=O)OCC(=O)NC1=CC2=C(C=C1)OC(O2)(F)F,2048,morgan
D00052,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OCC3=CC4=C(C=C3)OCO4,2048,morgan
D00391,CCC1=C(SC(=C1)C(=O)OCC(=O)NC2=C(C(=CC=C2)Cl)Cl)C,2048,morgan
D00904,CC(C)CCC(=O)OC(C)C(=O)NC1=CC=C(C=C1)NC(=O)C,2048,morgan
D00826,CC1=CC(=NO1)NC(=O)COC(=O)C=CC2=CC(=C(C(=C2)Cl)OCC(C)C)OC,2048,morgan
D02115,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OCC(=O)NC2CCCC3=CC=CC=C23,2048,morgan
D00324,C1=CC=C(C=C1)C=CCC(=S)C(=O)O,2048,morgan
D03440,COC1=CC(=C(C=C1CNC(=O)C2=CC3=C(C=C2)N=CN3)OC)OC,2048,morgan
D00377,CCOC(=O)C1=C(SC(=C1CSC2=CC=C(C=C2)C(C)(C)C)C(=O)NC)N,2048,morgan
D00252,CC1=C(C2=CC=CC=C2N1)C(=O)C(C)OC(=O)COC3=CC=CC=C3Cl,2048,morgan
D01211,CC1=C(C2=CC=CC=C2N1)C(=O)C(C)OC(=O)CCC(C)C,2048,morgan
D00283,CCCCC1=CC=C(C=C1)NC(=O)COC(=O)COC2=CC=CC=C2Cl,2048,morgan
D00563,COC(=O)C1=CC=C(C=C1)COC(=O)CNS(=O)(=O)C2=CC3=C(CCCC3)C=C2,2048,morgan
D02168,CCC1=CC(=C(C=C1)CC)C(=O)COC(=O)C2=C(C=CC(=C2)S(=O)(=O)C)C,2048,morgan
D01968,CCN(CC1=CC=CC=C1)C(=O)COC(=O)CN(C)S(=O)(=O)C2=CC=C(C=C2)F,2048,morgan
D02709,CN1C=CN=C1C(C2=CC(=CC=C2)OC)NC3=C4C=NN(C4=NC=N3)C5=CC=C(C=C5)F,2048,morgan
D01240,CC(C)CCC(=O)OC(C)C(=O)NC1=CC=C(C=C1)S(=O)(=O)NC(C)C,2048,morgan
D00416,CCC1=C(SC(=C1)C(=O)OCC(=O)NC2=CC=C(C=C2)C#N)C,2048,morgan
D00151,C1=CC=C(C(=C1)OCC(=O)OCC(=O)NCC2=CC(=CC=C2)Cl)Cl,2048,morgan
D02173,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OCC(=O)C2=C(C=CC(=C2)F)OC,2048,morgan
D03753,C1CN(CCN1CC2=CSC3=CC=CC=C32)C(=O)NCC4=CC=CC=N4,2048,morgan
D00670,CC1CCCCC1NC(=O)NC(=O)COC2=CC=CC=C2Br,2048,morgan
D00903,CCCOC1=C(C=C(C=C1Cl)C=CC(=O)OCC2=NN=C(O2)C3=CC=CO3)OC,2048,morgan
D00158,CC(C(=O)C1=CC2=C(CCC2)C=C1)OC(=O)COC3=CC=CC=C3Cl,2048,morgan
D00654,C1CC1NC(=O)NC(=O)COC(=O)C2=CC=C(S2)C3=CC=C(C=C3)Cl,2048,morgan
D00550,CC(C1=C(C=C(C=C1)F)F)NC(=O)COC2=CC=CC=C2Br,2048,morgan
D00418,CC(C)(C)C1=CC=C(C=C1)SCC(=O)NCCC2=CC(=C(C=C2)OC)OC,2048,morgan
D00401,CC(C)(C)C1=CC=C(C=C1)SCC(=O)NC2=CC(=CC=C2)S(=O)(=O)N(C)C,2048,morgan
D02355,CC1CCCCC1NC(=O)COC(=O)C2=C(C=CC(=C2)S(=O)(=O)C)C,2048,morgan
D00383,CC(C(=O)NC1=CC=C(C=C1)C(=O)N)SC2=CC=C(C=C2)C(C)(C)C,2048,morgan
D01565,CC(C)C(C)NC(=O)COC(=O)CN(C)S(=O)(=O)C1=CC=C(C=C1)F,2048,morgan
D03077,C1=COC(=C1)C(=O)NC2=NNC(=N2)C3=CC=C(C=C3)F,2048,morgan
D00762,CC(C(=O)NCC1=CC=C(C=C1)OC)SC2=C(C=CC=C2Cl)Cl,2048,morgan
D01828,COC(=O)C1=CC2=C(C=C1)C(=O)N(C(=N2)SCC3CCOCO3)CC4=CC=CO4,2048,morgan
D00496,C1=CC=C(C(=C1)OCC(=O)NC2=C(C=CC(=C2)Cl)F)Br,2048,morgan
D00786,C1=CC=C(C(=C1)C#N)NC(=O)COC(=O)C2=CC=C(S2)C3=CC=C(C=C3)Cl,2048,morgan
D00459,CCC1=C(SC(=C1)C(=O)OCN2C(=O)C3=CC=CC=C3N=N2)C,2048,morgan
D02671,CC1=C2C(=CC=C1)C(=O)N(C=N2)CCC(=O)NC3=CC=CC4=C3C=CC=N4,2048,morgan
D01364,COC1=CC=CC=C1C(=O)NC(=O)COC(=O)C2=CC3=C(C=C2)SCCC(=O)N3,2048,morgan
D00463,CCC1=C(SC(=C1)C(=O)OCC(=O)C(=C2NC3=CC=CC=C3N2)C#N)C,2048,morgan
D02342,CC1=CC=CC=C1C=CC(=O)OCC(=O)NC(C)C2=CC=CC=C2Br,2048,morgan
D02418,CC1=CC=CC=C1C=CC(=O)OCC(=O)NC2CCCC3=CC=CC=C23,2048,morgan
D01578,C1CSC2=C(C=C(C=C2)C(=O)OCC(=O)NC3=CC=CC=C3C#N)NC1=O,2048,morgan
D02176,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OC(C)C2=CC=CC=C2,2048,morgan
D00041,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)OC(C)C(=O)NC3=C(C(=C(C=C3)F)F)F,2048,morgan
D00169,CC1=CC=C(C=C1)N(CCC#N)C(=O)COC(=O)COC2=CC=CC=C2Cl,2048,morgan
D02356,CC1CCCCC1NC(=O)COC(=O)C2=C(C=CC(=C2)S(=O)(=O)C)C,2048,morgan
D05458,CCS(=O)(=O)C(C)C(=O)NC1=C(C=C(C(=C1)C)Cl)OC,2048,morgan
D00963,CC(C)CCC(=O)OCC1=NN=C(O1)C2=CC=C(C=C2)[N+](=O)[O-],2048,morgan
D00516,CCOC(=O)NC(=O)COC(=O)CNS(=O)(=O)C1=CC2=C(CCCC2)C=C1,2048,morgan
D04966,C1=CC(=C(C=C1Cl)Cl)CS(=O)(=O)CC(=O)N,2048,morgan
D03760,C1CC(CN(C1)C2=C(C=C(C=C2)[N+](=O)[O-])Cl)O,2048,morgan
D03741,C1COCCN1CCCNC(=O)C2=CC=C(C=C2)C3SCCS3,2048,morgan
D02068,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OC(C)C(=O)NC2=CC=C(C=C2)C(=O)C,2048,morgan
D03822,CC1CCC2=CC=CC=C2N1C(=O)COC(=O)C3=CC=CNC3=O,2048,morgan
D01582,CC1=C(C=C(C=C1)NC(=O)COC(=O)C2=CC3=C(C=C2)SCCC(=O)N3)Cl,2048,morgan
D01665,C1CCC(C1)NC(=O)COC(=O)C2=CC3=C(C=C2)SCCC(=O)N3,2048,morgan
D03828,CC1=C(C=C(C=C1)C(=O)OCC(=O)NC2=CC=C(C=C2)SC)O,2048,morgan
D00222,CC1=CC2=C(C=C1C)OC(=O)C=C2COC(=O)COC3=CC=CC=C3Cl,2048,morgan
D00451,CCC1=C(SC(=C1)C(=O)OCC(=O)NC2=C(C=C(C=C2)Cl)[N+](=O)[O-])C,2048,morgan
D03733,C1CC(=O)N(C1)C2=CC=C(C=C2)OCC(=O)N3CCC4=CC=CC=C43,2048,morgan
D00364,CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)N)SC2=CC=C(C=C2)C(C)(C)C,2048,morgan
D03012,C1=CC=C2C(=C1)C=C(S2)C(=O)NC3=CC=NC=C3,2048,morgan
D00882,CC(C)COC1=C(C=C(C=C1Cl)C=CC(=O)OCC#N)OC,2048,morgan
D01119,CC(C)CCC(=O)OCC(=O)NC1=CC=CC=C1C(=O)NC2=CC=CC=C2,2048,morgan
D00625,CN(C)S(=O)(=O)C1=CC=CC(=C1)NC(=O)COC2=CC=CC=C2Br,2048,morgan
D00885,CC(=O)C1=CC2=C(C=C1NC(=O)CSC3=C(C=CC=C3Cl)Cl)OCO2,2048,morgan
D02561,C1CCC(C1)N2CC(CC2=O)C(=O)NC3=CC=C(C=C3)SC(F)F,2048,morgan
D00488,CC(C1=CC=CC=C1Br)NC(=O)COC2=CC=CC=C2Br,2048,morgan
D03745,CC(C1=CC=CC=N1)NS(=O)(=O)C2=CC3=C(C=C2)N(CCC3)C(=O)C,2048,morgan
D03775,CCNC1=NN=C(S1)SCC(=O)N(CCOC)CC2=CC=CS2,2048,morgan
D02560,CC(=O)NCC1=CC=C(C=C1)C(=O)NC2=NC3=C(C=CC=C3S2)OC,2048,morgan
D02166,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OCCOC2=CC=CC=C2,2048,morgan
D03752,C1CN(CCN1C2=CC=CC=C2)C(=O)NCC3=CC=CC=N3,2048,morgan
D00521,CCNC(=O)NC(=O)COC(=O)CNS(=O)(=O)C1=CC2=C(CCCC2)C=C1,2048,morgan
D00145,CC(C(=O)NC1=CC=C(C=C1)C(=O)C)OC(=O)COC2=CC=CC=C2Cl,2048,morgan
D01825,CN(CC(=O)OCC1=CC=C(C=C1)Cl)S(=O)(=O)C2=CC=C(C=C2)F,2048,morgan
D00203,CC(C(=O)NC1=CC2=C(C=C1)OCO2)OC(=O)COC3=CC=CC=C3Cl,2048,morgan
D00198,CC1=CC2=C(C=C1Cl)C(=CC(=O)O2)COC(=O)COC3=CC=CC=C3Cl,2048,morgan
D04197,COC(=O)COC1=CC=C(C=C1)NC(=O)NCC2CC2,2048,morgan
D02258,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OCC2=C(C=C(C=C2)Br)F,2048,morgan
D01370,CC(C)CCC(=O)OCC(=O)NC1=CC(=C(C=C1)Cl)[N+](=O)[O-],2048,morgan
D03767,CC1CCC2=CC=CC=C2N1C(=O)CN3CCNC(=O)C3,2048,morgan
D00130,CCCNC(=O)NC(=O)COC(=O)C1=CN(N=C1C2=CC=C(C=C2)C)C3=CC=CC=C3,2048,morgan
D00620,CCOC(=O)NC(=O)CSC1=NN=C(S1)SCC2=CC=C(C=C2)C(C)C,2048,morgan
D00753,C1=CC=C(C(=C1)C(=O)NNC(=O)CSC2=C(C=CC=C2Cl)Cl)F,2048,morgan
D03776,CC1=C(NC(=C1C(=O)C)C)C(=O)OC(C)C2=NC(=NO2)C3=CC=CC=C3,2048,morgan
D00965,CC1=NC(=C(C=C1Cl)Cl)NC(=O)COC(=O)CCC(C)C,2048,morgan
D01122,CC(C)CCC(=O)OCC(=O)NC(=O)C1=CC=CC=C1OC,2048,morgan
D00947,CCCOC1=C(C=C(C=C1Cl)C=CC(=O)OC(C)C(=O)NC(=O)N)OC,2048,morgan
D01918,CC(C)OC(=O)CSC1=NC2=C(C=CC(=C2)C(=O)OC)C(=O)N1CC(C)O,2048,morgan
D00127,CC1=CC=C(C=C1)C2=NN(C=C2C(=O)OC(C)C(=O)NC(=O)NC)C3=CC=CC=C3,2048,morgan
D00155,CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)COC(=O)COC2=CC=CC=C2Cl,2048,morgan
D01709,C1CSC2=C(C=C(C=C2)C(=O)OCC(=O)NC3=CC=CC=C3F)NC1=O,2048,morgan
D00387,CCC1=C(SC(=C1)C(=O)OCC(=O)NC2=CC=C(C=C2)C(=O)OCC)C,2048,morgan
D00315,C1COCC[NH+]1CC(COC2=CC=C(C=C2)C3=NN=CO3)O,2048,morgan
D00369,CCC1=C(SC(=C1)C(=O)OCC(=O)NC2=C(C(=C(C=C2)F)F)F)C,2048,morgan
D00503,C1=CC=C(C(=C1)OCC(=O)NC2=C(C=CC(=C2)F)F)Br,2048,morgan
D03735,CC(C)CCN1C(=O)C2=C(C1=O)C=C(C=C2)C(=O)NC3CC3,2048,morgan
D00889,CC(C)COC1=C(C=C(C=C1Cl)C=CC(=O)OCC(=O)NC2CC2)OC,2048,morgan
D00455,CCC1=C(SC(=C1)C(=O)OCC(=O)NC2=C(C=C(C(=C2)C)C)[N+](=O)[O-])C,2048,morgan
D00893,CC(C)CCC(=O)OCC1=NC2=C(C(=CS2)C3=CC=CC=C3)C(=O)N1CC#N,2048,morgan
D00621,COC1=CC=C(C=C1)CCNC(=O)COC2=CC=CC=C2Br,2048,morgan
D01981,CC(CN1C(=O)C2=C(C=C(C=C2)C(=O)OC)N=C1SCC3=CC(=CC=C3)OC)O,2048,morgan
D00995,CCCOC1=C(C=C(C=C1Cl)C=CC(=O)OCC(=O)N2CC(OC(C2)C)C)OC,2048,morgan
D00579,C1CCC2=C(C1)C=CC(=C2)S(=O)(=O)NCC(=O)OCC(=O)NC3=CC=CC=C3,2048,morgan
